Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Takavoler Parapente,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.15493,55.282894,55 rue du Général de Gaulle,97436#Saint-Leu,,,,,Soubik,ADT Réunion,2023-02-24,Takavoler Parapente#+33 6 92 72 75 55#takavoler@gmail.com#https://takavoler.com/,,,https://data.datatourisme.fr/54/70d0d321-a75d-311d-b2b3-1582a494eb8f
Memphis Location,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Rental|http://schema.org/Product,-20.897254,55.568172,4 bis rue Général de Gaulle - ZE la Convenance,97438#Sainte-Marie,,,,,Soubik,ADT Réunion,2023-02-24,Memphis Location#+33 2 62 72 05 69#memphislocation@gmail.com#https://www.memphis-location.com/,,,https://data.datatourisme.fr/54/9e31dc63-be45-3642-bd96-11decdafbbff
Croc Parc,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,-21.26695719,55.35300008,"1, route forestière",97427#L'Étang-Salé,,,,,Soubik,ADT Réunion,2019-10-10,Croc Parc#+33 2 62 91 40 41#orizon.reunion@wanadoo.fr#http://www.crocparc.re/,,,https://data.datatourisme.fr/54/8614bab1-2c60-3cf8-a66d-0b0d3da310d2
Villa Grand Fond,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.038456,55.217491,"91, rue des Sables - Grand Fond",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2022-04-21,Villa Grand Fond#+33 6 92 87 80 58#legrandfond@gmail.com#,,,https://data.datatourisme.fr/54/8619425e-f02b-39a4-9079-aa42aa7cc1fb
Vapiano,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.873303,55.448233,"10, place Sarda Garriga",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2020-02-17,Vapiano#+33 2 62 93 91 23##,,,https://data.datatourisme.fr/54/86fdc418-7816-3547-b6d2-40b2ba105f65
Délices du Moulin Joli (Les),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.95417216,55.32435988,"1, rue du Moulin Joli",97419#La Possession,,,,,Soubik,ADT Réunion,2019-10-10,Délices du Moulin Joli (Les)#+33 2 62 38 91 98#lesdelicesdumoulinjoli@yahoo.fr#,,,https://data.datatourisme.fr/54/8733078e-2b38-3459-bec3-557e47cf95e2
Galerie Artisanale,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-20.882057,55.450675,Espace Carrefour - 75 route du Karting,97490#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Galerie Artisanale#+33 2 62 29 56 66##,,,https://data.datatourisme.fr/54/8734876b-22f4-3b3a-90a1-3ce115bcdd13
Chez Florelle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.25495411,55.42979453,"26, route Hubert Delisle",97421#Saint-Louis,,,,,Soubik,ADT Réunion,2019-10-10,Chez Florelle#+33 2 62 26 51 94#riviereflorelle@wanadoo.fr#http://pagesperso-orange.fr/casepei,,,https://data.datatourisme.fr/54/88627c90-fd30-356f-93b8-b2a014fdfc6a
Quai Ouest,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.00527597,55.27339521,"8, boulevard du Front de Mer",97460#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Quai Ouest#+33 2 62 45 57 17#lequaiouest@wanadoo.fr#,,,https://data.datatourisme.fr/54/888ca3a7-e506-3ad1-8c33-3901ad6a28db
Rando Run Trekking,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.261586,55.366008,"2, impasse des Acacias",97427#L'Étang-Salé,,,,,Soubik,ADT Réunion,2019-10-10,Rando Run Trekking#+33 2 62 26 31 31#gilbert.aureche@gmail.com#http://www.randorun-trekking.com/,,,https://data.datatourisme.fr/54/88b56f0c-7a32-3bb9-ab2d-30c36d128339
Akéa Spa,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#FitnessCenter|http://schema.org/LocalBusiness,-21.366668,55.550683,Rue des Mascarins - Grand'Anse,97429#Petite-Île,,,,,Soubik,ADT Réunion,2021-07-13,Akéa Spa#+33 2 62 56 44 82#akea@palm.re#http://www.palm.re/,,,https://data.datatourisme.fr/54/88d0a1c9-9246-3481-a023-d722136f6041
Otroiza,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.135278,55.470278,"3 A, rue du Père Boiteau",97413#Cilaos,,,,,Soubik,ADT Réunion,2019-10-10,Otroiza#+33 2 62 31 50 12#contact@otroiza.com#http://otroiza.com/,,,https://data.datatourisme.fr/54/88e8bb5f-cf6a-354a-b126-e6dd21112482
Au Coeur du Cirque,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.13783,55.466899,"3A, route du Bras des Etangs",97413#Cilaos,,,,,Soubik,ADT Réunion,2019-10-10,Au Coeur du Cirque#+33 6 92 76 63 22#aucoeurducirque@orange.fr#http://www.aucoeurducirque.com/,,,https://data.datatourisme.fr/54/89009d70-8865-3178-aeb7-0402c678d403
Saladbar Green Is Better Saint Denis,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.876295,55.453585,9 rue Charles Gounod,97400#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Saladbar Green Is Better Saint Denis#+33 2 62 93 08 79##https://www.greenisbetter.fr/,,,https://data.datatourisme.fr/54/892b22bc-9bb4-3944-9e67-20386f227091
Wein Location - Agence de Sainte-Clotilde,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Rental|http://schema.org/Product,-20.885989,55.47689,"66, rue Léopold Rambaud",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2022-05-23,Wein Location - Agence de Sainte-Clotilde#+33 2 62 52 50 50#contact-nord@weinlocation.com#http://www.weinlocation.com/,,,https://data.datatourisme.fr/54/892bc5f1-d729-3237-bf15-19f6ad6d5686
Caze Mathys,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.133657,55.471761,"82, route du Père Boiteau",97413#Cilaos,,,,,Soubik,ADT Réunion,2019-10-10,Caze Mathys#+33 2 62 97 87 40##,,,https://data.datatourisme.fr/54/8930b70e-3f6a-300e-ac3e-cf4b667cbf47
E. Grimaud,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.05056926,55.22991169,"12, allée des Aigrettes - Résidence les Cascadelles - Appt. 2",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,E. Grimaud#+33 2 62 55 68 72#emagrimaud@msn.com#,,,https://data.datatourisme.fr/54/8947af51-f3ed-3bb2-bb82-e13dabd73f66
Studio Universal,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-20.876779,55.450854,"45, rue Juliette Dodu",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Studio Universal#+33 2 62 21 02 90#studiouniversal@wanadoo.fr#,,,https://data.datatourisme.fr/54/897636b8-207b-3950-a16e-6688d187f4fb
Messina (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.291329,55.463005,"87, chemin Bœuf",97432#Saint-Pierre,,,,,Soubik,ADT Réunion,2019-10-10,Messina (Le)#+33 2 62 49 82 19##,,,https://data.datatourisme.fr/54/898fe8dc-a65b-3998-b804-64e397014fbe
Resto Flash,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.036173,55.715325,"1, rue Benoît Dumas",97470#Saint-Benoît,,,,,Soubik,ADT Réunion,2021-03-09,Resto Flash#+33 2 62 50 00 64##,,,https://data.datatourisme.fr/54/89e5d589-332f-3ffa-92c3-cc578f7c0d89
Westcoast Bike,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.030745,55.227536,Place des Coquillages - Boucan Canot,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2020-02-03,Westcoast Bike#+33 6 93 70 15 22#contact@wcb.re#,,,https://data.datatourisme.fr/54/8a13d7df-c259-3438-8482-657de7141afb
Office de Tourisme de l'Etang-Salé,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TouristInformationCenter|http://schema.org/TouristInformationCenter,-21.264,55.334,"74, rue Octave Bénard",97427#L'Étang-Salé,,,,,Soubik,ADT Réunion,2021-12-13,Office de Tourisme de l'Etang-Salé#+33 2 62 25 02 36#accueil.otetangsale@gmail.com#http://www.sudreuniontourisme.fr/,,,https://data.datatourisme.fr/54/8a20814d-52bc-3f44-89c2-05e5bc3b0815
Caze Dodos (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.093082,55.2376,"8, rue des Dodos - Résidence les Veloutiers - Apt n°16",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Caze Dodos (La)#+33 2 62 22 33 69#joelle.wh@wanadoo.fr#,,,https://data.datatourisme.fr/54/8a83c9eb-20be-3e07-a379-e5505f89b6b5
Ancre Terre et Mer,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.344546,55.479929,"31, rue Amiral Lacaze",97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2019-10-10,Ancre Terre et Mer#+33 2 62 27 97 52##,,,https://data.datatourisme.fr/54/8afe1737-d757-3b36-86bc-b8ee2e170155
Chambres au Cœur de la Cascade Biberon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.126268,55.627094,"54, rue Bras Patience",97431#La Plaine-des-Palmistes,,,,,Soubik,ADT Réunion,2020-03-05,Chambres au Cœur de la Cascade Biberon#+33 2 62 52 70 97#aucoeurdelacascadebiberon@hotmail.fr#http://aucoeurdelacascade.wixsite.com/cascadebiberon,,,https://data.datatourisme.fr/54/8b2aae49-ab40-3d38-baf6-cb7e63f49236
Au Coeur de la Cascade Biberon - Cueillette de Goyaviers,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,-21.126268,55.627094,"54, rue Bras Patience",97431#La Plaine-des-Palmistes,,,,,Soubik,ADT Réunion,2019-10-10,Au Coeur de la Cascade Biberon - Cueillette de Goyaviers#+33 2 62 52 70 97#aucoeurdelacascadebiberon@hotmail.fr#http://aucoeurdelacascade.wix.com/cascadebiberon,,,https://data.datatourisme.fr/54/586e6c63-d020-3ebd-a46b-224e3c19e8d0
Au Coeur de la Cascade Biberon,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#FarmhouseInn|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.126268,55.627094,"54, rue Bras Patience",97431#La Plaine-des-Palmistes,,,,,Soubik,ADT Réunion,2022-10-18,Au Coeur de la Cascade Biberon#+33 2 62 52 70 97#aucoeurdelacascadebiberon@hotmail.fr#http://aucoeurdelacascade.wix.com/cascadebiberon,,,https://data.datatourisme.fr/54/b93ce776-ffd2-350e-bd1c-8325728974a8
Cilaosaventure.com,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.137191,55.463584,"3, ruelle des Lianes",97413#Cilaos,,,,,Soubik,ADT Réunion,2022-04-21,Cilaosaventure.com#+33 6 92 66 73 42#team@cilaosaventure.com#http://www.cilaosaventure.com/,,,https://data.datatourisme.fr/54/8b673b2d-dec9-3d2f-9066-7747bd93d7aa
Petit Kiosque 974 (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.041313,55.221144,18 rue des Sternes Lot. Comorans,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Petit Kiosque 974 (Le)#+33 2 62 24 32 13#lepetitkiosque974@orange.fr#,,,https://data.datatourisme.fr/54/8bc6e520-0f32-3e49-a601-85b420a1084b
Stages Photo Réunion,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.241389,55.356547,11 impasse Strélitzias,97427#L'Étang-Salé,,,,,Soubik,ADT Réunion,2019-10-10,Stages Photo Réunion#+33 6 92 75 07 38#contact@stages-photo-reunion.com#http://www.stages-photo-reunion.com/,,,https://data.datatourisme.fr/54/8bcbbcc0-dead-31d8-bf47-f40030bf701c
Musée de la Vraie Fraternité,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,-20.8927568,55.4555523,"28, boulevard de la Providence",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Musée de la Vraie Fraternité#+33 2 62 21 06 71##,,,https://data.datatourisme.fr/54/8c83ed3f-3738-34c0-8f13-7c47284bf997
Fly Parapente,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.15065221,55.27586506,"7, allée de l'Arbre Voyageur",97424#Saint-Leu,,,,,Soubik,ADT Réunion,2019-10-10,Fly Parapente#+33 6 92 08 07 55#benjamin.mailhe@free.fr#http://www.fly-parapente.com/,,,https://data.datatourisme.fr/54/8ca5a97f-2185-3457-bc61-7147b38d8806
Burger Trotter (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.896652,55.498897,Rue Victor Scholcher,97490#Saint-Denis,,,,,Soubik,ADT Réunion,2020-06-10,Burger Trotter (Le)#+33 6 92 00 41 85#contact@leburgertrotter.re#,,,https://data.datatourisme.fr/54/8ce841b1-e682-3f81-96e9-39239b5e7473
Douceurs & compagnies,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.040014,55.715604,23 rue Lucien Duchemann,97470#Saint-Benoît,,,,,Soubik,ADT Réunion,2022-11-22,Douceurs & compagnies#+33 2 62 78 14 84##,,,https://data.datatourisme.fr/54/92d1e1fa-1d9f-3a05-8768-027869991efb
Vieux Pressoir (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.13912433,55.49131089,"40, chemin Saül - Bras Sec",97413#Cilaos,,,,,Soubik,ADT Réunion,2019-10-10,Vieux Pressoir (Le)#+33 2 62 25 56 64##,,,https://data.datatourisme.fr/54/92d4bde3-c86c-3e43-910a-66bf31d13bf9
Table des Randonneurs (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.34488051,55.68604955,"17, chemin des Barbadines - Jacques Payet",97480#Saint-Joseph,,,,,Soubik,ADT Réunion,2019-10-10,Table des Randonneurs (La)#+33 6 92 61 73 47##,,,https://data.datatourisme.fr/54/9367ce98-b8d9-3510-a7ec-4d6f9bea57ab
